Entry Date,Posting Date,Organization,Organization Branch,Vendor Inv No,Vendor Inv Date,Currency,ExchRate,Narration,Due Date,Charge or GL,Charge or GL Name,Charge or GL Amount,DR or CR,Cost Center,Branch, Charge Narration,TaxGroup,Tax Type,SAC or HSN,Taxcode1,Taxcode1 Amt,Taxcode2,Taxcode2 Amt,Taxcode3,Taxcode3 Amt,Taxcode4,Taxcode4 Amt,Avail Tax Credit,LOB,Ref Type,Ref No,Amount,Start Date,End Date,WH Tax Code,WH Tax Percentage,WH Tax Taxable,WH Tax Amount,Round Off,CC Code
07-FEB-2026,07-FEB-2026,SNV Aviation Private Limited,HARYANA,271XYYW9D1125001,01-NOV-2025,INR,1,BEING AMOUNT PAYABLE TO SNV Aviation Private Limited FROM BOM PNR:XYYW9D,07-FEB-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,1018.0,Dr,nil,HO,,,Non-Taxable,,,,,,,,,,,,,,10626.0,,,,,,,Yes,
07-FEB-2026,07-FEB-2026,SNV Aviation Private Limited,HARYANA,272XYYW9D1225002,10-DEC-2025,INR,1,BEING AMOUNT PAYABLE TO SNV Aviation Private Limited FROM BOM PNR:XYYW9D,07-FEB-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,0.0,Cr,nil,HO,,GSTIN,Taxable,996425,,,,,,,,,Yes,,,,0.0,,,,,,,Yes,
07-FEB-2026,07-FEB-2026,SNV Aviation Private Limited,HARYANA,291F47LNF1225001,09-DEC-2025,INR,1,BEING AMOUNT PAYABLE TO SNV Aviation Private Limited FROM BLR PNR:F47LNF,07-FEB-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,8643.0,Dr,nil,HO,,GSTIN,Taxable,996425,IGST,416.0,,,,,,,Yes,,,,8729.0,,,,,,,Yes,
07-FEB-2026,07-FEB-2026,SNV Aviation Private Limited,HARYANA,291F47LNF1225001,09-DEC-2025,INR,1,BEING AMOUNT PAYABLE TO SNV Aviation Private Limited FROM BLR PNR:F47LNF,07-FEB-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,974.0,Dr,nil,HO,,,Non-Taxable,,,,,,,,,,,,,,8729.0,,,,,,,Yes,
07-FEB-2026,07-FEB-2026,SNV Aviation Private Limited,HARYANA,293F47LNF1225002,16-DEC-2025,INR,1,BEING AMOUNT PAYABLE TO SNV Aviation Private Limited FROM BLR PNR:F47LNF,07-FEB-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,94.0,Cr,nil,HO,,GSTIN,Taxable,996425,IGST,5.0,,,,,,,Yes,,,,99.0,,,,,,,Yes,
07-FEB-2026,07-FEB-2026,SNV Aviation Private Limited,HARYANA,291B1NDFL1225001,09-DEC-2025,INR,1,BEING AMOUNT PAYABLE TO SNV Aviation Private Limited FROM BLR PNR:B1NDFL,07-FEB-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,8643.0,Dr,nil,HO,,GSTIN,Taxable,996425,IGST,416.0,,,,,,,Yes,,,,8729.0,,,,,,,Yes,
07-FEB-2026,07-FEB-2026,SNV Aviation Private Limited,HARYANA,291B1NDFL1225001,09-DEC-2025,INR,1,BEING AMOUNT PAYABLE TO SNV Aviation Private Limited FROM BLR PNR:B1NDFL,07-FEB-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,974.0,Dr,nil,HO,,,Non-Taxable,,,,,,,,,,,,,,8729.0,,,,,,,Yes,
07-FEB-2026,07-FEB-2026,SNV Aviation Private Limited,HARYANA,293B1NDFL1225002,16-DEC-2025,INR,1,BEING AMOUNT PAYABLE TO SNV Aviation Private Limited FROM BLR PNR:B1NDFL,07-FEB-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,94.0,Cr,nil,HO,,GSTIN,Taxable,996425,IGST,5.0,,,,,,,Yes,,,,99.0,,,,,,,Yes,
07-FEB-2026,07-FEB-2026,InterGlobe Aviation Limited,HARYANA,MH1252601EL94326,30-JAN-2026,INR,1,BEING AMOUNT PAYABLE TO InterGlobe Aviation Limited FROM IXU TO BOM PNR:Y6BDRS PAX:PNR,07-FEB-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,14214.0,Dr,nil,HO,,GSTIN,Taxable,996425,,,,,,,,,Yes,,,,14214.0,,,,,,,Yes,
07-FEB-2026,07-FEB-2026,InterGlobe Aviation Limited,HARYANA,MH1252601EL41242,30-JAN-2026,INR,1,BEING AMOUNT PAYABLE TO InterGlobe Aviation Limited FROM BOM TO IXU PNR:M5WZ5P PAX:PNR,07-FEB-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,19248.0,Dr,nil,HO,,GSTIN,Taxable,996425,,,,,,,,,Yes,,,,19248.0,,,,,,,Yes,
07-FEB-2026,07-FEB-2026,SNV Aviation Private Limited,HARYANA,271S1FKNB1025001,21-OCT-2025,INR,1,BEING AMOUNT PAYABLE TO SNV Aviation Private Limited FROM BOM PNR:S1FKNB,07-FEB-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,5219.0,Dr,nil,HO,,GSTIN,Taxable,996425,IGST,252.0,,,,,,,Yes,,,,5274.0,,,,,,,Yes,
07-FEB-2026,07-FEB-2026,SNV Aviation Private Limited,HARYANA,271S1FKNB1025001,21-OCT-2025,INR,1,BEING AMOUNT PAYABLE TO SNV Aviation Private Limited FROM BOM PNR:S1FKNB,07-FEB-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,443.0,Dr,nil,HO,,,Non-Taxable,,,,,,,,,,,,,,5274.0,,,,,,,Yes,
07-FEB-2026,07-FEB-2026,AIR INDIA LTD,HARYANA,242612BP10AAV826,21-OCT-2025,INR,1,BEING AMOUNT PAYABLE TO AIR INDIA LTD FROM AMD TO BOM PNR:EMRFMS PAX:AGRAWAL NISARG MR,07-FEB-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,3408.0,Dr,nil,HO,,GSTIN,Taxable,996425,IGST,171.0,,,,,,,Yes,,,,4612.0,,,,,,,Yes,
07-FEB-2026,07-FEB-2026,InterGlobe Aviation Limited,HARYANA,UP1252612AY48940,10-DEC-2025,INR,1,BEING AMOUNT PAYABLE TO InterGlobe Aviation Limited FROM AGR TO BLR PNR:U1JVVB PAX:PNR,07-FEB-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,9974.0,Dr,nil,HO,,GSTIN,Taxable,996425,IGST,499.0,,,,,,,Yes,,,,11483.0,,,,,,,Yes,
07-FEB-2026,07-FEB-2026,SNV Aviation Private Limited,HARYANA,271MBHCHN1025001,22-OCT-2025,INR,1,BEING AMOUNT PAYABLE TO SNV Aviation Private Limited FROM BOM PNR:MBHCHN,07-FEB-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,5219.0,Dr,nil,HO,,GSTIN,Taxable,996425,IGST,252.0,,,,,,,Yes,,,,5274.0,,,,,,,Yes,
07-FEB-2026,07-FEB-2026,SNV Aviation Private Limited,HARYANA,271MBHCHN1025001,22-OCT-2025,INR,1,BEING AMOUNT PAYABLE TO SNV Aviation Private Limited FROM BOM PNR:MBHCHN,07-FEB-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,443.0,Dr,nil,HO,,,Non-Taxable,,,,,,,,,,,,,,5274.0,,,,,,,Yes,
07-FEB-2026,07-FEB-2026,AIR INDIA LTD,HARYANA,242612BP10AAW433,22-OCT-2025,INR,1,BEING AMOUNT PAYABLE TO AIR INDIA LTD FROM AMD TO BOM PNR:F55AK4 PAX:AGRAWAL SANJAY MR,07-FEB-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,3408.0,Dr,nil,HO,,GSTIN,Taxable,996425,IGST,171.0,,,,,,,Yes,,,,4612.0,,,,,,,Yes,
07-FEB-2026,07-FEB-2026,InterGlobe Aviation Limited,HARYANA,KA1252610CD23605,26-OCT-2025,INR,1,BEING AMOUNT PAYABLE TO InterGlobe Aviation Limited FROM BLR TO BOM PNR:S2HKXY PAX:PNR,07-FEB-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,761.0,Dr,nil,HO,,GSTIN,Taxable,996425,IGST,38.0,,,,,,,Yes,,,,799.0,,,,,,,Yes,
07-FEB-2026,07-FEB-2026,InterGlobe Aviation Limited,HARYANA,KA1252610CB95645,21-OCT-2025,INR,1,BEING AMOUNT PAYABLE TO InterGlobe Aviation Limited FROM BLR TO BOM PNR:S2HKXY PAX:PNR,07-FEB-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,12381.0,Dr,nil,HO,,GSTIN,Taxable,996425,,,,,,,,,Yes,,,,12381.0,,,,,,,Yes,
07-FEB-2026,07-FEB-2026,AIR INDIA LTD,HARYANA,272612BP10AEB912,21-OCT-2025,INR,1,BEING AMOUNT PAYABLE TO AIR INDIA LTD FROM BOM TO BLR PNR:EMLGI7 PAX:AGRAWAL NISARG MR,07-FEB-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,4763.0,Dr,nil,HO,,GSTIN,Taxable,996425,IGST,239.0,,,,,,,Yes,,,,5445.0,,,,,,,Yes,
07-FEB-2026,07-FEB-2026,InterGlobe Aviation Limited,HARYANA,UP1252612AY42765,10-DEC-2025,INR,1,BEING AMOUNT PAYABLE TO InterGlobe Aviation Limited FROM AGR TO BLR PNR:EBTBNK PAX:PNR,07-FEB-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,9974.0,Dr,nil,HO,,GSTIN,Taxable,996425,IGST,499.0,,,,,,,Yes,,,,11483.0,,,,,,,Yes,
07-FEB-2026,07-FEB-2026,AIR INDIA LTD,HARYANA,302612BP10AAA177,04-OCT-2025,INR,1,BEING AMOUNT PAYABLE TO AIR INDIA LTD FROM GOI TO BOM PNR:FYV9WJ PAX:AGRAWAL OMPRAKASH MR,07-FEB-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,7124.0,Dr,nil,HO,,GSTIN,Taxable,996425,IGST,357.0,,,,,,,Yes,,,,8479.0,,,,,,,Yes,
07-FEB-2026,07-FEB-2026,InterGlobe Aviation Limited,HARYANA,RJ1252611AN19635,18-NOV-2025,INR,1,BEING AMOUNT PAYABLE TO InterGlobe Aviation Limited FROM JDH TO DEL PNR:L98KGD PAX:PNR,07-FEB-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,3077.0,Dr,nil,HO,,GSTIN,Taxable,996425,IGST,154.0,,,,,,,Yes,,,,4412.0,,,,,,,Yes,
07-FEB-2026,07-FEB-2026,SNV Aviation Private Limited,HARYANA,271UYJSHD1025001,22-OCT-2025,INR,1,BEING AMOUNT PAYABLE TO SNV Aviation Private Limited FROM BOM PNR:UYJSHD,07-FEB-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,5219.0,Dr,nil,HO,,GSTIN,Taxable,996425,IGST,252.0,,,,,,,Yes,,,,5274.0,,,,,,,Yes,
07-FEB-2026,07-FEB-2026,SNV Aviation Private Limited,HARYANA,271UYJSHD1025001,22-OCT-2025,INR,1,BEING AMOUNT PAYABLE TO SNV Aviation Private Limited FROM BOM PNR:UYJSHD,07-FEB-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,443.0,Dr,nil,HO,,,Non-Taxable,,,,,,,,,,,,,,5274.0,,,,,,,Yes,
07-FEB-2026,07-FEB-2026,SNV Aviation Private Limited,HARYANA,273UYJSHD1025002,29-OCT-2025,INR,1,BEING AMOUNT PAYABLE TO SNV Aviation Private Limited FROM BOM PNR:UYJSHD,07-FEB-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,94.0,Cr,nil,HO,,GSTIN,Taxable,996425,IGST,5.0,,,,,,,Yes,,,,99.0,,,,,,,Yes,
07-FEB-2026,07-FEB-2026,AIR INDIA LTD,HARYANA,242612BP10AAW578,22-OCT-2025,INR,1,BEING AMOUNT PAYABLE TO AIR INDIA LTD FROM AMD TO BOM PNR:F5F5K4 PAX:AGRAWAL BABITA MS,07-FEB-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,3408.0,Dr,nil,HO,,GSTIN,Taxable,996425,IGST,171.0,,,,,,,Yes,,,,4612.0,,,,,,,Yes,
07-FEB-2026,07-FEB-2026,AIR INDIA LTD,HARYANA,242622BP10AAJ234,29-OCT-2025,INR,1,BEING AMOUNT PAYABLE TO AIR INDIA LTD FROM AMD TO BOM PNR:F5F5K4 PAX:AGRAWAL BABITA MS,07-FEB-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,570.47,Cr,nil,HO,,GSTIN,Taxable,996425,IGST,28.52,,,,,,,Yes,,,,598.99,,,,,,,Yes,
07-FEB-2026,07-FEB-2026,InterGlobe Aviation Limited,HARYANA,KA1252612CR56372,17-DEC-2025,INR,1,BEING AMOUNT PAYABLE TO InterGlobe Aviation Limited FROM BLR TO BOM PNR:H89QKG PAX:PNR,07-FEB-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,6089.0,Dr,nil,HO,,GSTIN,Taxable,996425,IGST,304.0,,,,,,,Yes,,,,7367.0,,,,,,,Yes,
07-FEB-2026,07-FEB-2026,AIR INDIA LTD,HARYANA,072612BP12AFS008,18-DEC-2025,INR,1,BEING AMOUNT PAYABLE TO AIR INDIA LTD FROM DEL TO BOM PNR:DZSSOH PAX:AGRAWAL NISARG MR,07-FEB-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,5600.0,Dr,nil,HO,,GSTIN,Taxable,996425,IGST,280.0,,,,,,,Yes,,,,6357.0,,,,,,,Yes,
07-FEB-2026,07-FEB-2026,AIR INDIA LTD,HARYANA,072612BP12AFH698,16-DEC-2025,INR,1,BEING AMOUNT PAYABLE TO AIR INDIA LTD FROM DEL TO BOM PNR:D3WIEJ PAX:AGRAWAL NISARG MR,07-FEB-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,7505.0,Dr,nil,HO,,GSTIN,Taxable,996425,IGST,376.0,,,,,,,Yes,,,,8358.0,,,,,,,Yes,
07-FEB-2026,07-FEB-2026,AIR INDIA LTD,HARYANA,072622BP12ACF261,18-DEC-2025,INR,1,BEING AMOUNT PAYABLE TO AIR INDIA LTD FROM DEL TO BOM PNR:D3WIEJ PAX:AGRAWAL NISARG MR,07-FEB-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,1047.61,Cr,nil,HO,,GSTIN,Taxable,996425,IGST,52.38,,,,,,,Yes,,,,1099.99,,,,,,,Yes,
07-FEB-2026,07-FEB-2026,InterGlobe Aviation Limited,HARYANA,KA1252612CR78975,17-DEC-2025,INR,1,BEING AMOUNT PAYABLE TO InterGlobe Aviation Limited FROM BLR TO BOM PNR:X58H7S PAX:PNR,07-FEB-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,6089.0,Dr,nil,HO,,GSTIN,Taxable,996425,IGST,304.0,,,,,,,Yes,,,,7367.0,,,,,,,Yes,
07-FEB-2026,07-FEB-2026,AIR INDIA LTD,HARYANA,082622BP10AAC137,15-OCT-2025,INR,1,BEING AMOUNT PAYABLE TO AIR INDIA LTD FROM JAI TO BOM PNR:FZ28GG PAX:AGRAWAL NISARG MR,07-FEB-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,1046.66,Cr,nil,HO,,GSTIN,Taxable,996425,IGST,52.33,,,,,,,Yes,,,,1098.99,,,,,,,Yes,
07-FEB-2026,07-FEB-2026,AIR INDIA LTD,HARYANA,082622BP10AAC136,15-OCT-2025,INR,1,BEING AMOUNT PAYABLE TO AIR INDIA LTD FROM JAI TO BOM PNR:FZ28GG PAX:AGRAWAL OMPRAKASH MR,07-FEB-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,1046.66,Cr,nil,HO,,GSTIN,Taxable,996425,IGST,52.33,,,,,,,Yes,,,,1098.99,,,,,,,Yes,
07-FEB-2026,07-FEB-2026,AIR INDIA LTD,HARYANA,082622BP10AAC136,15-OCT-2025,INR,1,BEING AMOUNT PAYABLE TO AIR INDIA LTD FROM JAI TO BOM PNR:FZ28GG PAX:AGRAWAL OMPRAKASH MR,07-FEB-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,1046.66,Cr,nil,HO,,GSTIN,Taxable,996425,IGST,52.33,,,,,,,Yes,,,,1098.99,,,,,,,Yes,
07-FEB-2026,07-FEB-2026,AIR INDIA EXPRESS LIMITED,HARYANA,IBOM251000022699,11-OCT-2025,INR,1,"BEING AMOUNT PAYABLE TO AIR INDIA EXPRESS LIMITED FROM BOM TO JAI PNR:RYNT6K PAX:Nisarg Agrawal
Passenger Address",07-FEB-2026,TRAVELLING EXPENSES,TRAVELLING EXPENSES,996425.0,Dr,nil,HO,,GSTIN,Taxable,996425,,,,,,,,,Yes,,,,996425.0,,,,,,,Yes,
